customer_id,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score,loan_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted,total_payments,missed_payments,partial_payments,delinquent_months,avg_days_late,max_days_late,total_emi_due,total_emi_paid,payment_completion_rate,delinquency_rate,avg_inflow,avg_outflow,avg_net_cash_flow,avg_cash_flow_consistency,avg_balance_volatility,total_spending_shocks,total_overdrafts
C00059,Faris Dasgupta,49,Male,Kolkata,Married,Salaried,Bank Officer,93650,38739,8932,1296394,Owned,High School,3,766,97,19,4,293,Facebook,Android,91,LN844496,Medical,4367656,3241354,12,17.56,296488.99,3.17,2026-03-28,28,72,0.188,Medium,0,Insufficient Repayment Capacity,2.88,Rejected,0,21,0,1,0,2.857142857142857,7,167125.35,164423.06,0.984,0.0,95021.83333333333,43961.25,51060.583333333336,87.41666666666667,0.11750000000000001,1,0
C00060,Charan Acharya,28,Female,Mumbai,Married,Salaried,Bank Officer,108875,44426,35065,1306732,Rented,Diploma,4,755,49,1,1,11,Google Ads,Web,7,LN210812,Vehicle,3580455,3512060,36,10.26,113753.49,1.04,2025-03-02,51,49,0.326,High,0,Insufficient Repayment Capacity,2.69,Rejected,0,19,3,3,3,12.842105263157896,81,1887107.17,1490696.5799999998,0.79,0.158,108537.16666666667,44112.666666666664,64424.5,79.33333333333333,0.12166666666666666,0,0
C00061,Anusha Nayar,48,Male,Patna,Married,Salaried,Sales Executive,92302,50166,14645,1123500,Owned,Bachelor,2,752,15,1,1,229,Google Ads,iPhone,64,LN189683,Medical,3513035,2710706,12,16.36,246406.71,2.67,2025-10-07,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.45,Rejected,0,16,1,4,3,8.9375,61,1622779.68,1339999.39,0.826,0.188,93747.66666666667,51077.833333333336,42669.833333333336,97.41666666666667,0.1575,0,0
C00062,Tristan Nadkarni,42,Male,Bhubaneswar,Married,Self-employed,Contractor,87602,40790,13828,532715,Owned,Bachelor,1,718,48,18,1,23,YouTube,Android,9,LN936354,Business,3244819,2727567,36,13.68,92798.42,1.06,2024-11-28,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.59,Rejected,0,12,0,0,0,2.25,5,254736.48,254736.48,1.0,0.0,92017.16666666667,42245.083333333336,49772.083333333336,88.08333333333333,0.305,0,0
C00063,Mekhala Iyengar,37,Male,Delhi,Married,Salaried,Government Employee,76961,41687,15587,860743,Owned,Bachelor,4,729,54,14,4,81,Facebook,Android,50,LN293216,Vehicle,2814462,2285093,24,11.85,107407.26,1.4,2025-01-24,51,49,0.326,High,0,Insufficient Repayment Capacity,2.47,Rejected,0,18,1,2,2,5.555555555555555,48,616111.02,552204.25,0.896,0.111,76439.0,42553.166666666664,33885.833333333336,91.58333333333333,0.33166666666666667,0,0
C00064,Ekapad Banerjee,20,Male,Patna,Single,Student,Student,12630,6866,1682,16705,Owned,High School,0,638,5,0,0,55,Facebook,Android,30,LN663912,Education,204674,188712,60,10.49,4055.22,0.32,2025-09-15,53,47,0.338,High,1,,1.25,Active,0,14,2,3,3,14.785714285714286,89,59763.90000000001,47034.850000000006,0.787,0.214,9610.416666666666,7734.583333333333,1875.8333333333333,61.416666666666664,0.6441666666666667,2,1
C00065,Urvi Issac,33,Other,Darbhanga,Married,Self-employed,Shop Owner,79621,55006,27914,252605,Rented,Diploma,3,670,85,7,0,327,Facebook,Web,83,LN157058,Business,2746279,2716660,48,14.79,75317.81,0.95,2025-08-21,81,19,0.506,High,0,High Risk,2.84,Rejected,0,16,3,2,4,11.5625,57,627731.04,472825.61000000004,0.753,0.25,75061.41666666667,55899.833333333336,19161.583333333332,71.91666666666667,0.35916666666666663,0,1
C00066,Vinaya Varty,21,Female,Darbhanga,Single,Student,Student,22745,19854,739,101722,Rented,Bachelor,1,591,26,0,2,124,Facebook,Web,62,LN253256,Personal,251720,192278,24,25.35,10295.97,0.45,2025-12-18,68,32,0.428,High,1,,0.7,Defaulted,1,13,1,3,1,6.384615384615385,40,93866.63,77156.59,0.822,0.077,18649.166666666668,19635.666666666668,-986.5,45.0,0.6616666666666667,0,6
C00067,Balveer Banik,57,Female,Chapra,Married,Self-employed,Business Owner,237805,163991,60324,5408598,Family Owned,Bachelor,2,709,29,22,0,114,Facebook,Web,50,LN276690,Home Renovation,2281891,1822880,60,9.86,38605.36,0.16,2025-07-01,35,65,0.23,Medium,1,,0.64,Active,0,12,5,1,5,23.333333333333332,70,1103846.04,618970.86,0.561,0.417,235187.33333333334,170033.16666666666,65154.166666666664,54.0,0.3475,0,0
C00068,Dayamai De,42,Male,Meerut,Single,Salaried,Bank Officer,125728,63522,12884,1258608,Owned,Diploma,1,736,57,8,4,25,Facebook,Android,7,LN709501,Medical,200624,168454,24,13.69,8063.31,0.06,2024-09-06,13,87,0.098,Low,1,,0.11,Active,0,16,0,2,0,3.125,8,1380195.68,1314086.02,0.952,0.0,125133.91666666667,65468.666666666664,59665.25,98.91666666666667,0.3416666666666666,0,0
C00069,Kevin Chopra,39,Male,Pune,Married,Self-employed,Shop Owner,178234,85918,56396,5537976,Owned,PhD,4,698,66,8,3,93,YouTube,iPhone,49,LN925206,Business,2695405,2026118,60,10.03,43078.93,0.24,2025-02-23,42,58,0.272,Medium,1,,0.95,Closed,0,23,2,3,3,8.478260869565217,60,766052.9500000001,669261.62,0.874,0.13,182412.16666666666,82862.16666666667,99550.0,60.083333333333336,0.3516666666666666,0,0
C00070,Akshay Walla,39,Male,Delhi,Married,Salaried,Accountant,149698,105582,39086,3549465,Owned,High School,4,737,38,10,3,261,Referral,Web,81,LN298411,Home Renovation,5089830,3873778,60,10.69,83627.67,0.56,2026-05-15,73,27,0.458,High,0,Insufficient Repayment Capacity,2.16,Rejected,0,22,1,5,4,7.0,34,2440680.2199999997,2095254.03,0.858,0.182,148034.08333333334,104234.33333333333,43799.75,89.08333333333333,0.35083333333333333,0,0
C00071,Jonathan Jaggi,63,Male,Surat,Married,Self-employed,Shop Owner,102849,50325,28792,1723315,Owned,PhD,2,716,92,17,7,43,Instagram,Web,12,LN197783,Business,694013,602161,48,15.21,16822.76,0.16,2024-10-29,15,85,0.11,Low,1,,0.49,Active,0,24,0,1,0,2.6666666666666665,5,1929016.7999999998,1875481.28,0.972,0.0,104966.25,49759.75,55206.5,82.33333333333333,0.32083333333333336,0,0
C00072,Ladli Kuruvilla,18,Male,Surat,Married,Student,Student,5284,4967,2060,23933,Family Owned,Diploma,1,597,1,0,0,209,YouTube,Web,54,LN886572,Education,105230,92133,48,12.99,2471.24,0.47,2024-10-25,93,7,0.578,High,0,High Risk,1.45,Rejected,0,16,1,2,3,9.0625,68,36068.0,32056.81,0.889,0.188,4418.0,5250.083333333333,-832.0833333333334,58.5,0.6158333333333333,1,7
C00073,Libni Som,48,Female,Hyderabad,Married,Salaried,Government Employee,92066,51095,13595,343477,Rented,PhD,1,709,54,26,0,130,Facebook,Android,35,LN180278,Home Renovation,3275227,3271665,48,8.67,80903.83,0.88,2025-02-25,54,46,0.344,High,0,Insufficient Repayment Capacity,2.96,Rejected,0,21,0,0,0,2.380952380952381,5,388521.20999999996,388521.20999999996,1.0,0.0,93290.0,49919.75,43370.25,76.0,0.33166666666666667,0,0
C00074,Hamsini Dalal,34,Female,Ahmedabad,Married,Self-employed,Contractor,247001,195931,31837,4334415,Rented,High School,4,688,74,12,1,102,Google Ads,Web,31,LN920129,Medical,5109875,4089852,12,11.72,362842.9,1.47,2024-10-23,65,35,0.41,High,0,Insufficient Repayment Capacity,1.38,Rejected,0,18,0,3,0,3.2777777777777777,10,1022174.82,995581.6599999999,0.974,0.0,251832.16666666666,190958.41666666666,60873.75,79.0,0.39749999999999996,0,2
C00075,Zaid Bhattacharyya,47,Female,Srinagar,Married,Salaried,Bank Officer,37188,22161,7529,150551,Owned,Bachelor,2,776,105,19,5,130,Referral,Web,36,LN991595,Personal,888207,764509,12,11.12,67611.37,1.82,2025-09-11,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.71,Rejected,0,21,3,3,3,13.095238095238095,87,284987.43,222051.44,0.779,0.143,37452.416666666664,25472.583333333332,11979.833333333334,84.08333333333333,0.13166666666666668,1,1
C00076,Saksham Varughese,25,Male,Srinagar,Married,Salaried,Teacher,31735,17570,9452,447112,Owned,Master,4,736,1,2,0,60,Referral,Android,17,LN559729,Medical,1398662,1047911,12,18.29,96217.16,3.03,2025-03-03,63,37,0.398,High,0,Insufficient Repayment Capacity,2.75,Rejected,0,13,4,4,7,22.23076923076923,89,431356.25,245735.22999999998,0.57,0.538,31194.333333333332,17326.916666666668,13867.416666666666,87.75,0.41333333333333333,0,0
C00077,Mugdha Kale,46,Female,Srinagar,Single,Salaried,Sales Executive,85715,67719,12296,1213960,Rented,PhD,1,749,115,19,4,111,Instagram,iPhone,28,LN517017,Home Renovation,540898,509737,48,11.08,13194.23,0.15,2024-09-30,30,70,0.2,Medium,1,,0.5,Active,0,14,3,3,3,18.285714285714285,90,1006680.22,714033.24,0.709,0.214,85105.83333333333,74245.08333333333,10860.75,74.58333333333333,0.3475,1,1
C00078,Forum Sheth,53,Female,Hyderabad,Married,Salaried,Doctor,58768,32784,16820,654967,Rented,High School,3,714,29,11,2,106,YouTube,Android,68,LN252708,Vehicle,433639,316863,36,10.44,10289.86,0.18,2025-02-05,25,75,0.17,Medium,1,,0.45,Active,0,14,2,3,2,11.642857142857142,68,949037.46,730840.39,0.77,0.143,59557.5,36398.666666666664,23158.833333333332,87.91666666666667,0.36333333333333334,1,1
C00079,Hemani Rajagopalan,47,Female,Ahmedabad,Married,Salaried,Doctor,131750,60353,212,999241,Family Owned,Bachelor,4,723,9,1,0,13,Facebook,iPhone,5,LN463477,Medical,3440864,3387340,24,18.53,169978.62,1.29,2026-01-16,53,47,0.338,High,0,Insufficient Repayment Capacity,2.14,Rejected,0,18,5,3,7,19.77777777777778,85,123075.72,78920.9,0.641,0.389,131549.33333333334,67684.16666666667,63865.166666666664,83.5,0.3333333333333333,1,1
C00080,Chanakya Krish,53,Male,Bhopal,Married,Salaried,Bank Officer,85108,63305,4920,1081611,Owned,High School,4,753,119,6,4,19,Instagram,iPhone,8,LN160083,Personal,4106129,3026666,24,11.5,141769.99,1.67,2025-04-13,53,47,0.338,High,0,Insufficient Repayment Capacity,2.96,Rejected,0,20,4,1,4,11.0,62,1218713.8,959647.8,0.787,0.2,85798.33333333333,67845.0,17953.333333333332,98.91666666666667,0.19499999999999998,0,0
C00081,Alka Deo,58,Male,Chapra,Married,Salaried,Doctor,129631,78528,45219,3527860,Rented,Bachelor,4,712,40,31,3,282,Referral,Android,81,LN289108,Home Renovation,2176116,1786906,60,10.24,38177.83,0.29,2024-11-07,52,48,0.332,High,1,,1.15,Closed,0,18,4,3,4,13.777777777777779,77,1576974.42,1098549.53,0.697,0.222,128687.5,80553.25,48134.25,89.25,0.37333333333333335,0,0
C00082,Andrew Rajan,20,Male,Kolkata,Single,Student,Student,24855,17057,3680,58955,Rented,High School,1,633,14,0,1,296,Instagram,Android,92,LN491207,Personal,298974,260617,24,18.34,13053.92,0.53,2025-09-24,70,30,0.44,High,1,,0.87,Active,0,14,3,2,4,15.785714285714286,65,132447.0,95652.22,0.722,0.286,20776.25,18918.833333333332,1857.4166666666667,54.25,0.6375000000000001,2,3
C00083,Advay Bandi,24,Female,Bhubaneswar,Single,Salaried,Software Engineer,93069,47223,25446,1478158,Owned,PhD,0,717,55,0,0,20,Instagram,Web,8,LN407772,Business,4417706,4063169,60,11.43,89216.96,0.96,2025-10-10,60,40,0.38,High,0,Insufficient Repayment Capacity,3.64,Rejected,0,21,1,0,1,5.190476190476191,69,184114.56,175347.2,0.952,0.048,93585.5,52411.666666666664,41173.833333333336,80.75,0.3558333333333333,1,1
C00084,Yahvi Kashyap,48,Male,Pune,Married,Salaried,Accountant,117057,85027,31134,1167582,Owned,PhD,1,668,18,8,1,56,YouTube,Web,16,LN542763,Business,3956756,3731600,36,14.49,128427.12,1.1,2026-05-17,63,37,0.398,High,0,Insufficient Repayment Capacity,2.66,Rejected,0,24,2,9,6,11.083333333333334,85,2480283.5999999996,1979757.31,0.798,0.25,119217.58333333333,89148.16666666667,30069.416666666668,95.91666666666667,0.35333333333333333,1,0
C00085,Yutika Jhaveri,32,Male,Indore,Single,Self-employed,Contractor,46246,30194,10422,736803,Owned,Master,0,692,23,10,1,129,Facebook,iPhone,81,LN372562,Business,677316,613872,48,13.48,16615.27,0.36,2025-12-22,32,68,0.212,Medium,1,,1.11,Defaulted,1,22,3,2,3,9.818181818181818,64,1000310.96,821008.38,0.821,0.136,48532.416666666664,33752.5,14779.916666666666,63.583333333333336,0.32,1,1
C00086,Zashil Brar,58,Male,Chapra,Married,Unemployed,Unemployed,2845,1744,0,2304,Rented,Bachelor,4,490,28,0,2,281,Instagram,Android,73,LN303831,Business,300000,217374,48,15.5,6104.92,2.15,2024-08-13,100,0,0.62,High,0,High Risk,6.37,Rejected,0,23,1,4,2,5.260869565217392,32,144230.93,125545.45999999999,0.87,0.087,2012.4166666666667,1932.75,79.66666666666667,37.5,0.7008333333333333,1,4
C00087,Harshil Subramaniam,64,Male,Ahmedabad,Married,Self-employed,Shop Owner,65394,51372,20193,364883,Rented,PhD,2,681,109,12,2,229,Google Ads,iPhone,64,LN792656,Home Renovation,1994498,1969364,60,10.64,42466.02,0.65,2025-09-08,76,24,0.476,High,0,Insufficient Repayment Capacity,2.51,Rejected,0,12,2,2,2,12.916666666666666,61,1671243.48,1311960.75,0.785,0.167,65249.166666666664,52416.75,12832.416666666666,58.833333333333336,0.3491666666666667,0,3
C00088,Brinda Varma,26,Female,Surat,Married,Self-employed,Business Owner,160799,95411,12343,1220124,Owned,Master,4,655,8,0,0,128,YouTube,Android,50,LN291082,Home Renovation,4783141,4628751,48,11.08,119812.4,0.75,2025-04-30,56,44,0.356,High,0,Insufficient Repayment Capacity,2.4,Rejected,0,22,0,0,0,2.5,5,994100.8,994100.8,1.0,0.0,142269.33333333334,105817.0,36452.333333333336,56.833333333333336,0.33166666666666667,1,1
C00089,Mekhala De,52,Male,Ranchi,Married,Salaried,Sales Executive,26388,20895,548,37330,Rented,PhD,2,719,74,29,1,193,Facebook,Android,98,LN606410,Personal,839044,822369,24,14.94,39850.48,1.51,2025-05-24,73,27,0.458,High,0,Insufficient Repayment Capacity,2.6,Rejected,0,17,4,1,4,16.764705882352942,65,49559.420000000006,36072.03,0.728,0.235,26486.0,21895.083333333332,4590.916666666667,83.83333333333333,0.37333333333333335,1,1
C00090,Jonathan Tella,53,Male,Mumbai,Married,Salaried,Teacher,86875,69461,15637,398779,Rented,Diploma,2,705,15,10,0,223,Referral,iPhone,69,LN422269,Home Renovation,770391,628670,60,8.78,12983.13,0.15,2025-03-09,48,52,0.308,Medium,1,,0.6,Active,0,24,3,8,4,11.875,73,1513341.84,1085984.04,0.718,0.167,86124.08333333333,73627.0,12497.083333333334,75.08333333333333,0.41083333333333333,1,2
C00091,Urmi Bhat,28,Female,Kolkata,Single,Salaried,Accountant,116262,87851,16212,3821545,Rented,Bachelor,0,716,70,3,0,36,YouTube,Web,16,LN150163,Personal,479367,411692,24,21.42,21240.09,0.18,2024-12-08,25,75,0.17,Medium,1,,0.3,Defaulted,1,22,4,3,5,13.909090909090908,73,1259731.22,950773.03,0.755,0.227,117038.16666666667,86385.83333333333,30652.333333333332,90.83333333333333,0.35000000000000003,0,0
C00092,Vaishnavi Brahmbhatt,58,Female,Chennai,Married,Self-employed,Shop Owner,121757,78019,9767,3367293,Rented,High School,4,701,61,10,3,54,Google Ads,iPhone,20,LN571770,Personal,182880,145919,12,17.44,13338.99,0.11,2025-09-19,28,72,0.188,Medium,1,,0.1,Active,0,12,1,3,1,7.75,50,1028421.8400000001,853604.7000000001,0.83,0.083,115437.08333333333,78893.25,36543.833333333336,89.16666666666667,0.3408333333333333,0,0
C00093,Aishani Balay,56,Male,Bangalore,Divorced,Self-employed,Shop Owner,41039,21242,3600,308096,Rented,Master,0,678,44,1,1,54,Referral,Android,31,LN262712,Personal,195376,147023,24,13.2,7003.56,0.17,2025-12-08,18,82,0.128,Low,1,,0.3,Defaulted,1,19,2,1,3,9.210526315789474,80,708538.8799999999,625058.76,0.882,0.158,38666.75,20454.25,18212.5,59.0,0.37000000000000005,0,0
C00094,Indira Buch,57,Male,Bhubaneswar,Divorced,Salaried,Sales Executive,65443,45269,12601,1115715,Rented,Master,1,739,22,26,0,231,Google Ads,Android,96,LN394099,Vehicle,833729,811639,36,10.09,26223.62,0.4,2025-02-28,32,68,0.212,Medium,1,,1.03,Active,0,23,3,3,3,9.173913043478262,79,1654311.34,1388683.46,0.839,0.13,65260.166666666664,48633.166666666664,16627.0,90.33333333333333,0.3858333333333333,1,1
C00095,Ucchal Barman,28,Male,Ballia,Single,Salaried,Sales Executive,62707,29277,16607,394031,Family Owned,High School,0,688,19,3,0,148,Referral,Web,48,LN975706,Home Renovation,1229136,945978,60,8.23,19285.32,0.31,2024-12-08,30,70,0.2,Medium,1,,1.26,Active,0,12,0,0,0,2.25,5,484457.64,484457.64,1.0,0.0,63586.5,34771.583333333336,28814.916666666668,88.83333333333333,0.34833333333333333,2,0
C00096,Adweta Talwar,51,Female,Indore,Married,Salaried,Teacher,127300,77730,24312,4335747,Family Owned,Diploma,2,705,38,0,0,22,Referral,Web,6,LN726079,Home Renovation,151832,132207,60,9.3,2763.69,0.02,2025-06-08,30,70,0.2,Medium,1,,0.09,Active,0,18,3,0,3,11.38888888888889,71,1167896.1600000001,973246.8,0.833,0.167,128370.91666666667,77368.33333333333,51002.583333333336,97.08333333333333,0.375,1,1
C00097,Gaurav Dasgupta,23,Female,Ranchi,Single,Student,Student,26910,15690,3621,39009,Rented,High School,1,618,54,0,3,42,Google Ads,Android,18,LN843379,Personal,191243,189605,24,20.01,9651.02,0.36,2026-03-16,58,42,0.368,High,1,,0.59,Defaulted,1,12,7,0,7,37.833333333333336,84,208552.08000000002,86896.7,0.417,0.583,20894.25,17522.75,3371.5,72.25,0.7183333333333334,1,4
C00098,Yamini Kannan,33,Male,Hyderabad,Married,Salaried,Sales Executive,31457,16363,1704,231388,Family Owned,Bachelor,1,719,5,3,0,60,Google Ads,Web,21,LN580570,Vehicle,397067,342518,60,11.53,7538.02,0.24,2025-09-15,10,90,0.08,Low,1,,0.91,Closed,0,24,2,2,3,7.875,67,970186.08,852583.95,0.879,0.125,31226.5,17270.0,13956.5,93.08333333333333,0.3216666666666667,1,0
C00099,Daksha Ganesan,39,Female,Bhubaneswar,Married,Self-employed,Business Owner,242651,142662,73567,3173438,Rented,Master,2,685,82,2,1,61,Instagram,iPhone,23,LN457360,Medical,8315973,6457073,24,17.13,319655.79,1.32,2026-01-28,63,37,0.398,High,0,Insufficient Repayment Capacity,2.22,Rejected,0,19,5,8,7,20.894736842105264,88,602661.76,347717.42,0.577,0.368,262082.58333333334,143680.08333333334,118402.5,62.083333333333336,0.3658333333333333,0,0
C00100,Yagnesh More,22,Female,Nagpur,Single,Salaried,Doctor,106561,61881,41975,2936552,Rented,Diploma,0,703,5,0,0,131,Facebook,Web,49,LN278818,Business,976249,802360,60,12.14,17904.87,0.17,2025-05-23,47,53,0.302,Medium,1,,0.63,Active,0,12,1,4,1,9.0,59,3656891.88,2860200.19,0.782,0.083,107345.5,60378.25,46967.25,87.41666666666667,0.34,0,0
C00101,Baghyawati Setty,60,Male,Delhi,Married,Self-employed,Freelancer,174550,117620,46557,1317380,Rented,Master,2,714,77,14,5,116,Facebook,iPhone,45,LN555838,Medical,1461616,1431639,36,12.82,48113.55,0.28,2025-10-18,42,58,0.272,Medium,1,,0.68,Active,0,12,1,1,1,6.083333333333333,36,846041.1599999999,752463.44,0.889,0.083,184093.16666666666,120944.75,63148.416666666664,83.75,0.33499999999999996,0,0
C00102,Nachiket Patil,19,Male,Patna,Single,Student,Student,6825,6514,1586,11114,Owned,Diploma,0,600,1,0,0,69,Facebook,iPhone,18,LN555176,Education,103130,97160,60,8.29,1983.57,0.29,2024-09-11,82,18,0.512,High,0,High Risk,1.19,Rejected,0,18,4,0,4,12.055555555555555,58,46802.700000000004,36402.1,0.778,0.222,6163.75,6287.583333333333,-123.83333333333333,62.25,0.6025,0,7
C00103,Qushi Raman,34,Male,Ballia,Single,Self-employed,Freelancer,51257,40540,4768,618878,Family Owned,Master,1,674,16,2,1,98,Google Ads,Web,25,LN324898,Personal,1860429,1308715,36,17.96,47286.93,0.92,2025-09-04,58,42,0.368,High,0,Insufficient Repayment Capacity,2.13,Rejected,0,18,3,4,3,10.88888888888889,63,1436633.82,1117871.6600000001,0.778,0.167,47172.333333333336,46640.416666666664,531.9166666666666,60.5,0.3458333333333334,1,7
C00104,Saanvi D’Alia,37,Male,Ranchi,Married,Salaried,Software Engineer,128654,89009,8624,3784000,Rented,PhD,2,697,30,8,0,47,YouTube,Android,24,LN613231,Medical,4252063,3607496,36,16.42,127578.16,0.99,2026-05-09,63,37,0.398,High,0,Insufficient Repayment Capacity,2.34,Rejected,0,12,2,2,2,13.916666666666666,83,1577719.08,1233900.92,0.782,0.167,129460.41666666667,86238.25,43222.166666666664,83.25,0.3525,0,0
C00105,Chavvi Palla,53,Female,Darbhanga,Married,Salaried,Doctor,147998,62282,12447,3878106,Owned,High School,4,761,78,4,1,38,Referral,Web,14,LN338988,Business,6626155,6164078,48,11.44,160634.15,1.09,2025-11-04,45,55,0.29,Medium,0,Insufficient Repayment Capacity,3.47,Rejected,0,12,1,0,1,5.416666666666667,39,5302171.08,4860323.49,0.917,0.083,148220.75,68750.25,79470.5,77.58333333333333,0.17166666666666666,1,0
C00106,Ekantika Ramachandran,31,Other,Delhi,Married,Salaried,Doctor,137022,81521,38748,1807136,Rented,Diploma,3,710,62,2,3,261,YouTube,iPhone,90,LN682676,Home Renovation,2464319,1926052,48,9.48,48370.07,0.35,2026-05-13,42,58,0.272,Medium,1,,1.17,Active,0,22,3,0,3,10.681818181818182,67,517743.82,447142.39,0.864,0.136,135503.25,84774.0,50729.25,84.83333333333333,0.385,0,0
C00107,Nirja Radhakrishnan,33,Female,Jamshedpur,Single,Salaried,Accountant,93497,63632,15449,397640,Rented,PhD,0,681,63,0,5,166,Instagram,Android,42,LN196720,Vehicle,212642,187503,60,10.84,4061.82,0.04,2025-06-14,28,72,0.188,Medium,1,,0.17,Closed,0,24,3,8,6,11.458333333333334,54,2193012.96,1621014.98,0.739,0.25,93785.41666666667,61155.833333333336,32629.583333333332,88.16666666666667,0.3658333333333333,0,0
C00108,Rajeshri Sharma,59,Female,Mumbai,Single,Salaried,Bank Officer,120986,74181,20234,2047532,Owned,High School,1,741,22,15,1,145,YouTube,Web,47,LN124586,Personal,3562631,2625017,24,16.32,128930.72,1.07,2026-03-08,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.81,Rejected,0,14,1,2,1,5.928571428571429,30,1302566.72,1097457.95,0.843,0.071,119604.91666666667,77978.41666666667,41626.5,94.58333333333333,0.3475,1,0
C00109,David Atwal,34,Male,Chennai,Married,Salaried,Sales Executive,101075,73446,11122,1823399,Rented,Diploma,1,676,33,3,0,179,Facebook,iPhone,100,LN784876,Home Renovation,1239857,1054531,60,10.07,22442.01,0.22,2025-04-05,25,75,0.17,Medium,1,,0.87,Active,0,20,4,7,6,17.35,86,1127561.6,748649.98,0.664,0.3,100951.16666666667,74667.41666666667,26283.75,86.25,0.32916666666666666,0,0
C00110,Faraj Brahmbhatt,29,Male,Bhopal,Married,Salaried,Government Employee,63641,48565,20973,1015267,Owned,Bachelor,2,733,69,1,5,75,Google Ads,iPhone,24,LN373358,Business,417270,379591,36,13.63,12905.41,0.2,2026-04-15,42,58,0.272,Medium,1,,0.5,Closed,0,24,4,5,5,17.041666666666668,81,1064022.48,805906.08,0.757,0.208,64341.5,51597.916666666664,12743.583333333334,94.75,0.3475,1,1
