loan_id,customer_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score,avg_days_late,max_days_late,delinquency_count,partial_payment_count,missed_payment_count,avg_net_cash_flow,avg_balance_volatility,avg_cash_flow_consistency,spending_shock_count,overdraft_count
LN268652,C00070,Home Renovation,5952506,4214403,48,11.98,110940.01,0.74,2024-06-10,73,27,0.458,High,0,Insufficient Repayment Capacity,2.35,Rejected,0,Lakshmi Sem,51,Male,Hyderabad,Married,Salaried,Bank Officer,106594,43737,34761,2379735,Family Owned,High School,3,752,72,24,0,173,Google Ads,Android,45,7.0,34,4,5,1.0,43799.75,0.35083333333333333,89.08333333333333,0,0
LN777602,C00071,Medical,2130003,1650562,24,15.44,80375.7,0.78,2025-10-18,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.34,Rejected,0,Owen Shenoy,52,Male,Ahmedabad,Married,Self-employed,Freelancer,60988,39967,3447,796791,Rented,Master,4,681,52,2,1,223,Referral,iPhone,57,2.6666666666666665,5,0,1,0.0,55206.5,0.32083333333333336,82.33333333333333,0,0
LN612014,C00072,Education,104023,83409,48,13.4,2254.25,0.43,2024-11-02,93,7,0.578,High,0,High Risk,1.32,Rejected,0,Janaki Doshi,45,Male,Delhi,Divorced,Salaried,Accountant,135823,103952,39706,1311855,Rented,Master,1,683,38,2,3,155,Google Ads,iPhone,39,9.0625,68,3,2,1.0,-832.0833333333334,0.6158333333333333,58.5,1,7
LN370218,C00073,Personal,622772,544719,36,13.56,18501.01,0.2,2024-09-24,21,79,0.146,Low,1,0,0.49,Active,0,Gavin Misra,20,Male,Hyderabad,Married,Student,Student,16783,13514,5192,50784,Family Owned,High School,1,586,19,0,1,149,Instagram,iPhone,79,2.380952380952381,5,0,0,0.0,43370.25,0.33166666666666667,76.0,0,0
LN239944,C00074,Home Renovation,3447277,2685144,60,9.8,56787.49,0.23,2024-08-04,40,60,0.26,Medium,1,0,0.91,Active,0,Onveer Narasimhan,23,Female,Ahmedabad,Single,Salaried,Software Engineer,38952,17741,4594,234956,Rented,High School,0,730,8,1,0,79,Referral,Android,30,3.2777777777777777,10,0,3,0.0,60873.75,0.39749999999999996,79.0,0,2
LN922319,C00075,Personal,412931,378839,36,17.34,13570.83,0.36,2025-12-30,25,75,0.17,Medium,1,0,0.85,Closed,0,Gaurika Contractor,25,Female,Nagpur,Single,Unemployed,Unemployed,12117,10288,0,35871,Owned,PhD,0,487,11,0,0,252,Referral,Android,93,13.095238095238095,87,3,3,3.0,11979.833333333334,0.13166666666666668,84.08333333333333,1,1
LN878443,C00076,Personal,999386,926277,36,17.34,33181.25,1.05,2024-06-18,63,37,0.398,High,0,Insufficient Repayment Capacity,2.43,Rejected,0,Nathan Mall,33,Male,Chennai,Married,Self-employed,Business Owner,245089,126534,88143,1982084,Rented,Master,4,664,12,6,1,100,Google Ads,iPhone,52,22.23076923076923,89,7,4,4.0,13867.416666666666,0.41333333333333333,87.75,0,0
LN512668,C00077,Business,2894145,2205592,36,10.71,71905.73,0.84,2025-11-12,63,37,0.398,High,0,Insufficient Repayment Capacity,2.14,Rejected,0,Liam Bains,42,Male,Darbhanga,Married,Self-employed,Shop Owner,129575,81167,26396,1777770,Rented,High School,4,642,21,0,0,175,YouTube,Android,53,18.285714285714285,90,3,3,3.0,10860.75,0.3475,74.58333333333333,1,1
LN753581,C00078,Vehicle,1561923,1492659,24,8.41,67788.39,1.15,2025-02-10,58,42,0.368,High,0,Insufficient Repayment Capacity,2.12,Rejected,0,Damini Atwal,61,Female,Bhopal,Single,Self-employed,Shop Owner,127702,77735,9611,4571411,Family Owned,Master,1,668,16,9,1,22,Google Ads,Web,7,11.642857142857142,68,2,3,2.0,23158.833333333332,0.36333333333333334,87.91666666666667,1,1
LN896025,C00079,Personal,180680,174281,36,24.0,6837.54,0.05,2025-11-03,20,80,0.14,Low,1,0,0.11,Defaulted,1,Sai Aggarwal,32,Female,Srinagar,Married,Salaried,Software Engineer,83323,56006,8325,1212057,Rented,Bachelor,1,709,105,2,3,71,Instagram,Android,18,19.77777777777778,85,7,3,5.0,63865.166666666664,0.3333333333333333,83.5,1,1
LN651715,C00080,Personal,1638342,1604689,36,21.58,60935.69,0.72,2025-08-07,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.57,Rejected,0,Vritti Jhaveri,31,Female,Ahmedabad,Married,Salaried,Government Employee,65851,35943,16398,1095315,Rented,High School,4,746,27,6,0,58,YouTube,iPhone,26,11.0,62,4,1,4.0,17953.333333333332,0.19499999999999998,98.91666666666667,0,0
LN926817,C00081,Vehicle,5404629,4269197,60,8.51,87609.69,0.68,2025-09-28,73,27,0.458,High,0,Insufficient Repayment Capacity,2.74,Rejected,0,Darpan Sahota,38,Female,Bhopal,Divorced,Self-employed,Consultant,229801,158060,42098,4355043,Rented,Bachelor,1,711,95,5,2,212,Instagram,Android,56,13.777777777777779,77,4,3,4.0,48134.25,0.37333333333333335,89.25,0,0
LN493366,C00082,Education,390384,367005,48,10.86,9460.5,0.38,2024-08-09,70,30,0.44,High,1,0,1.23,Closed,0,Falan Koshy,29,Female,Kolkata,Married,Salaried,Doctor,143052,68888,33047,3446449,Rented,High School,3,742,20,1,0,165,Instagram,Android,50,15.785714285714286,65,4,2,3.0,1857.4166666666667,0.6375000000000001,54.25,2,3
LN557293,C00083,Business,408290,397742,60,11.6,8767.36,0.09,2024-12-13,20,80,0.14,Low,1,0,0.36,Active,0,Anjali Vaidya,47,Female,Bhubaneswar,Married,Salaried,Software Engineer,145438,83018,46806,2130950,Owned,High School,3,731,22,13,1,238,Referral,Android,92,5.190476190476191,69,1,0,1.0,41173.833333333336,0.3558333333333333,80.75,1,1
LN899686,C00084,Vehicle,3341078,3271858,36,8.54,103345.15,0.88,2025-11-01,63,37,0.398,High,0,Insufficient Repayment Capacity,2.33,Rejected,0,Gautami Sehgal,51,Female,Patna,Divorced,Salaried,Government Employee,78697,62135,20298,1340305,Family Owned,PhD,1,745,105,24,0,12,Facebook,iPhone,5,11.083333333333334,85,6,9,2.0,30069.416666666668,0.35333333333333333,95.91666666666667,1,0
LN741507,C00085,Vehicle,1691102,1381430,36,11.37,45468.68,0.98,2025-10-05,53,47,0.338,High,0,Insufficient Repayment Capacity,2.49,Rejected,0,Abhimanyu Sami,20,Male,Pune,Single,Student,Student,16861,13741,5750,97620,Rented,High School,1,578,20,0,1,228,Instagram,Web,91,9.818181818181818,64,3,2,3.0,14779.916666666666,0.32,63.583333333333336,1,1
LN615274,C00086,Business,300000,223487,48,15.45,6270.91,2.2,2025-12-02,100,0,0.62,High,0,High Risk,6.55,Rejected,0,Urvashi Batta,18,Female,Bangalore,Single,Student,Student,28530,27940,1975,36996,Owned,High School,1,589,1,0,0,273,Referral,Android,80,5.260869565217392,32,2,4,1.0,79.66666666666667,0.7008333333333333,37.5,1,4
LN442496,C00087,Personal,2033553,1501421,12,20.26,139270.29,2.13,2026-02-10,68,32,0.428,High,0,Insufficient Repayment Capacity,1.91,Rejected,0,Imaran Shah,46,Female,Ahmedabad,Single,Self-employed,Consultant,240420,143677,4909,5234786,Rented,Master,0,699,18,15,1,17,Referral,iPhone,6,12.916666666666666,61,2,2,2.0,12832.416666666666,0.3491666666666667,58.833333333333336,0,3
LN868085,C00088,Vehicle,1978486,1406924,36,9.68,45186.4,0.28,2026-05-08,23,77,0.158,Low,1,0,0.73,Active,0,Chasmum Dewan,39,Female,Hyderabad,Single,Salaried,Accountant,52527,38541,5798,791742,Rented,PhD,1,704,119,1,3,205,Instagram,iPhone,87,2.5,5,0,0,0.0,36452.333333333336,0.33166666666666667,56.833333333333336,1,1
LN411921,C00089,Home Renovation,149842,135382,60,10.58,2915.26,0.11,2025-08-31,40,60,0.26,Medium,1,0,0.43,Closed,0,Warjas Bhat,30,Male,Mumbai,Single,Self-employed,Contractor,55740,24247,16953,369079,Rented,Master,1,691,34,3,2,234,YouTube,Android,68,16.764705882352942,65,4,1,4.0,4590.916666666667,0.37333333333333335,83.83333333333333,1,1
LN335105,C00090,Vehicle,2048992,1950489,36,10.13,63055.91,0.73,2024-09-03,73,27,0.458,High,0,Insufficient Repayment Capacity,1.87,Rejected,0,Sai Dhillon,39,Female,Darbhanga,Married,Salaried,Bank Officer,28805,13938,9160,88518,Owned,Master,1,686,14,4,0,122,Referral,Web,35,11.875,73,4,8,3.0,12497.083333333334,0.41083333333333333,75.08333333333333,1,2
LN285515,C00091,Business,2929554,2067986,48,14.72,57260.51,0.49,2024-11-21,37,63,0.242,Medium,1,0,1.48,Active,0,Leela Ghosh,33,Male,Mumbai,Single,Salaried,Software Engineer,145694,115362,37626,4174779,Rented,High School,0,686,58,5,2,133,Referral,Android,58,13.909090909090908,73,5,3,4.0,30652.333333333332,0.35000000000000003,90.83333333333333,0,0
LN494943,C00092,Home Renovation,4918259,3929058,60,11.14,85701.82,0.7,2025-05-15,61,39,0.386,High,0,Insufficient Repayment Capacity,2.69,Rejected,0,Fariq Narayan,53,Male,Kolkata,Divorced,Self-employed,Shop Owner,155562,123818,51150,1885820,Rented,High School,1,675,17,16,0,190,Google Ads,iPhone,71,7.75,50,1,3,1.0,36543.833333333336,0.3408333333333333,89.16666666666667,0,0
LN920217,C00093,Business,1127411,1071213,36,15.3,37291.52,0.91,2024-12-19,51,49,0.326,High,0,Insufficient Repayment Capacity,2.18,Rejected,0,Mahika Kashyap,60,Male,Bhopal,Married,Salaried,Sales Executive,88308,67778,8276,755961,Owned,Bachelor,1,679,40,21,3,64,Instagram,iPhone,40,9.210526315789474,80,3,1,2.0,18212.5,0.37000000000000005,59.0,0,0
LN987671,C00094,Medical,2736268,1976897,36,18.46,71926.58,1.1,2025-09-10,53,47,0.338,High,0,Insufficient Repayment Capacity,2.52,Rejected,0,Kalpit Rau,25,Female,Surat,Married,Salaried,Teacher,77638,44160,16421,969428,Owned,PhD,4,749,26,1,1,46,Referral,Web,29,9.173913043478262,79,3,3,3.0,16627.0,0.3858333333333333,90.33333333333333,1,1
LN812546,C00095,Personal,551551,448483,12,14.49,40371.47,0.64,2026-02-22,43,57,0.278,Medium,0,Insufficient Repayment Capacity,0.6,Rejected,0,Lohit Shroff,31,Female,Mumbai,Single,Self-employed,Freelancer,226471,120490,44383,8139103,Owned,Master,0,725,69,2,3,113,Facebook,iPhone,40,2.25,5,0,0,0.0,28814.916666666668,0.34833333333333333,88.83333333333333,2,0
LN643426,C00096,Home Renovation,2677588,2480022,48,11.65,64883.12,0.51,2025-11-26,55,45,0.35,High,1,0,1.62,Active,0,Amruta Gulati,44,Female,Bangalore,Single,Salaried,Software Engineer,104058,71964,9842,2648824,Owned,Diploma,1,741,61,18,3,65,Facebook,iPhone,18,11.38888888888889,71,3,0,3.0,51002.583333333336,0.375,97.08333333333333,1,1
LN648652,C00097,Personal,238351,192139,12,15.41,17379.34,0.65,2024-12-31,83,17,0.518,High,0,High Risk,0.6,Rejected,0,Fiyaz Narayanan,63,Female,Ahmedabad,Married,Self-employed,Contractor,36013,15487,10841,160558,Family Owned,High School,3,684,17,6,1,280,Instagram,iPhone,98,37.833333333333336,84,7,0,7.0,3371.5,0.7183333333333334,72.25,1,4
LN978087,C00098,Medical,913982,833641,24,15.01,40424.42,1.29,2024-09-02,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.21,Rejected,0,Anirudh Kuruvilla,48,Male,Chapra,Married,Salaried,Accountant,76715,46173,10142,315050,Rented,Bachelor,1,694,114,3,7,126,Instagram,Web,62,7.875,67,3,2,2.0,13956.5,0.3216666666666667,93.08333333333333,1,0
LN411503,C00099,Home Renovation,1830509,1560279,60,8.11,31719.04,0.13,2025-04-15,30,70,0.2,Medium,1,0,0.54,Defaulted,1,Lipika Singh,20,Male,Hyderabad,Married,Student,Student,29158,15543,11441,29604,Family Owned,Bachelor,4,623,3,0,0,83,YouTube,iPhone,33,20.894736842105264,88,7,8,5.0,118402.5,0.3658333333333333,62.083333333333336,0,0
LN340590,C00100,Personal,4552092,3272781,12,21.0,304740.99,2.86,2024-11-30,68,32,0.428,High,0,Insufficient Repayment Capacity,2.56,Rejected,0,Faras Comar,18,Female,Ahmedabad,Single,Student,Student,23671,21261,6060,99478,Rented,Diploma,1,549,1,0,0,46,YouTube,Android,20,9.0,59,1,4,1.0,46967.25,0.34,87.41666666666667,0,0
LN342446,C00101,Business,2101352,2044212,36,14.64,70503.43,0.4,2024-11-01,42,58,0.272,Medium,1,0,0.98,Closed,0,Ubika Guha,38,Male,Ahmedabad,Married,Salaried,Accountant,38578,30023,14525,620913,Rented,Diploma,3,696,50,10,1,120,Instagram,Web,36,6.083333333333333,36,1,1,1.0,63148.416666666664,0.33499999999999996,83.75,0,0
LN178136,C00102,Education,105407,82610,36,8.3,2600.15,0.38,2024-06-23,82,18,0.512,High,0,High Risk,1.01,Rejected,0,Raghav Nagarajan,32,Male,Bhubaneswar,Single,Salaried,Doctor,80478,51269,30634,639843,Owned,PhD,1,670,80,7,2,87,Referral,Web,46,12.055555555555555,58,4,0,4.0,-123.83333333333333,0.6025,62.25,0,7
LN770283,C00103,Personal,1850759,1536568,24,22.13,79812.99,1.56,2025-08-13,58,42,0.368,High,0,Insufficient Repayment Capacity,2.5,Rejected,0,Advik Devi,42,Female,Ranchi,Married,Salaried,Government Employee,88409,56505,28520,860637,Rented,Bachelor,4,666,117,9,0,351,YouTube,Android,89,10.88888888888889,63,3,4,3.0,531.9166666666666,0.3458333333333334,60.5,1,7
LN345142,C00104,Medical,1536491,1466927,12,13.66,131476.59,1.02,2026-03-20,55,45,0.35,High,0,Insufficient Repayment Capacity,0.95,Rejected,0,Warjas Mand,44,Male,Ahmedabad,Single,Salaried,Government Employee,89335,53496,9483,840609,Owned,PhD,0,718,34,0,1,317,Google Ads,Android,99,13.916666666666666,83,2,2,2.0,43222.166666666664,0.3525,83.25,0,0
LN322642,C00105,Medical,6061805,5016506,12,10.35,441847.59,2.99,2024-10-10,38,62,0.248,Medium,0,Insufficient Repayment Capacity,2.82,Rejected,0,Yashica Shukla,32,Female,Pune,Divorced,Self-employed,Shop Owner,112086,87469,16523,3438733,Owned,Diploma,2,709,11,10,0,124,YouTube,iPhone,57,5.416666666666667,39,1,0,1.0,79470.5,0.17166666666666666,77.58333333333333,1,0
LN730557,C00106,Vehicle,1108300,1074488,60,11.32,23533.81,0.17,2024-10-29,30,70,0.2,Medium,1,0,0.65,Active,0,Suhani Murty,27,Male,Meerut,Married,Salaried,Sales Executive,111769,80233,14289,3722432,Rented,Bachelor,2,736,70,3,5,194,Google Ads,Android,93,10.681818181818182,67,3,0,3.0,50729.25,0.385,84.83333333333333,0,0
LN220924,C00107,Medical,2580760,2548679,36,17.4,91375.54,0.98,2025-07-20,61,39,0.386,High,0,Insufficient Repayment Capacity,2.27,Rejected,0,Fariq Mitra,39,Male,Meerut,Married,Salaried,Accountant,90209,65924,25451,569507,Rented,PhD,1,682,55,17,4,50,Instagram,iPhone,19,11.458333333333334,54,6,8,3.0,32629.583333333332,0.3658333333333333,88.16666666666667,0,0
LN976802,C00108,Home Renovation,4338278,4271372,60,11.08,93040.48,0.77,2025-05-31,48,52,0.308,Medium,0,Insufficient Repayment Capacity,2.94,Rejected,0,Bimala Rajagopalan,23,Male,Chennai,Single,Salaried,Software Engineer,41077,21749,15742,400325,Rented,Bachelor,0,680,25,1,1,278,Facebook,iPhone,85,5.928571428571429,30,1,2,1.0,41626.5,0.3475,94.58333333333333,1,0
LN664385,C00109,Vehicle,1861504,1702295,36,11.8,56378.08,0.56,2024-11-16,37,63,0.242,Medium,1,0,1.4,Defaulted,1,Janani Khare,55,Male,Ahmedabad,Single,Self-employed,Contractor,64565,34278,3070,864032,Rented,Master,0,685,27,31,2,71,Google Ads,Web,24,17.35,86,6,7,4.0,26283.75,0.32916666666666666,86.25,0,0
LN993299,C00110,Home Renovation,2874023,2097278,60,9.78,44334.27,0.7,2024-11-14,63,37,0.398,High,0,Insufficient Repayment Capacity,2.75,Rejected,0,Harita Radhakrishnan,26,Female,Ahmedabad,Divorced,Salaried,Software Engineer,109999,77940,3275,3215179,Owned,Master,2,714,93,0,2,163,Referral,iPhone,70,17.041666666666668,81,5,5,4.0,12743.583333333334,0.3475,94.75,1,1
LN314820,C00111,Education,415718,398592,60,11.94,8854.38,0.41,2026-03-22,93,7,0.578,High,0,High Risk,1.55,Rejected,0,Radha Rai,39,Male,Pune,Married,Unemployed,Unemployed,12270,8518,0,2769,Owned,PhD,1,515,3,0,0,366,Referral,Web,95,16.647058823529413,86,4,4,3.0,-8138.0,0.62,74.16666666666667,2,10
LN329069,C00112,Medical,1141968,979077,36,13.24,33102.27,0.57,2025-03-01,55,45,0.35,High,0,Insufficient Repayment Capacity,1.4,Rejected,0,Sachi Uppal,21,Female,Bhopal,Single,Student,Student,16578,11899,5397,61593,Rented,Diploma,0,603,33,0,2,234,Google Ads,Android,74,8.047619047619047,70,2,3,2.0,6350.083333333333,0.3383333333333333,89.58333333333333,1,1
LN862351,C00113,Personal,364027,295889,36,12.23,9860.28,0.08,2026-02-24,35,65,0.23,Medium,1,0,0.2,Defaulted,1,Siya Manda,50,Female,Indore,Married,Salaried,Bank Officer,107652,54246,3016,1419756,Owned,Master,3,720,86,27,0,6,Instagram,Web,3,12.91304347826087,69,7,4,5.0,52693.0,0.36000000000000004,76.33333333333333,0,0
LN737725,C00114,Medical,4328049,4020252,12,17.58,367773.57,3.07,2025-07-16,63,37,0.398,High,0,Insufficient Repayment Capacity,2.8,Rejected,0,Sanya Batta,42,Female,Srinagar,Married,Salaried,Teacher,85286,36004,27304,889670,Family Owned,Bachelor,4,694,7,11,0,134,YouTube,iPhone,48,9.916666666666666,74,1,3,1.0,48508.666666666664,0.3833333333333333,90.25,2,1
LN297931,C00115,Business,2334818,2166230,48,12.65,57738.93,0.82,2025-03-30,28,72,0.188,Medium,0,Insufficient Repayment Capacity,2.58,Rejected,0,Gautam Kapur,23,Female,Chennai,Single,Student,Student,17784,9916,744,105388,Owned,High School,1,662,47,0,3,119,YouTube,Android,41,7.571428571428571,58,2,2,1.0,37560.5,0.145,88.08333333333333,2,1
LN243814,C00116,Business,6194181,5141920,60,12.15,114769.31,0.63,2026-03-30,58,42,0.368,High,0,Insufficient Repayment Capacity,2.37,Rejected,0,Nachiket Parmar,26,Male,Mumbai,Single,Self-employed,Freelancer,87732,41372,23846,406803,Rented,PhD,1,679,34,1,0,170,YouTube,Web,85,23.208333333333332,90,10,8,8.0,27745.25,0.3408333333333333,60.416666666666664,2,2
LN295472,C00117,Home Renovation,1794285,1554036,48,11.65,40657.18,0.32,2024-12-30,42,58,0.272,Medium,1,0,1.01,Active,0,Christopher Shanker,43,Male,Darbhanga,Married,Unemployed,Unemployed,11396,11390,0,7125,Owned,PhD,1,455,53,0,2,72,Google Ads,iPhone,20,10.444444444444445,60,3,3,2.0,22584.416666666668,0.35666666666666663,63.416666666666664,1,3
LN552921,C00118,Vehicle,1210114,1048013,48,9.39,26274.36,0.7,2026-03-14,73,27,0.458,High,0,Insufficient Repayment Capacity,2.32,Rejected,0,Ranveer Khalsa,47,Female,Kolkata,Married,Salaried,Sales Executive,65338,49749,23253,1130764,Rented,High School,1,704,35,25,0,97,Google Ads,iPhone,45,15.166666666666666,85,5,6,4.0,14638.083333333334,0.3075,92.25,0,0
LN220601,C00119,Home Renovation,286291,220034,48,9.33,5510.1,0.04,2024-12-14,3,97,0.038,Low,1,0,0.13,Active,0,Devika Bhat,51,Female,Indore,Married,Salaried,Accountant,42328,22878,8097,710615,Rented,Diploma,2,749,38,24,0,219,Google Ads,Web,81,2.9130434782608696,5,0,0,0.0,72916.66666666667,0.1625,79.5,1,0
LN990620,C00120,Medical,5301630,4165916,36,12.7,139764.96,0.99,2025-02-09,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.47,Rejected,0,Pavani Vasa,58,Female,Pune,Married,Salaried,Doctor,28679,20634,7449,66244,Owned,Diploma,3,728,112,26,5,274,Google Ads,Android,80,4.0,14,0,2,0.0,50292.333333333336,0.35333333333333333,86.41666666666667,0,0
LN127326,C00121,Business,4549250,4145786,36,11.14,136002.74,1.05,2024-08-31,78,22,0.488,High,0,Insufficient Repayment Capacity,2.67,Rejected,0,Chaitaly Walla,49,Female,Chennai,Married,Salaried,Doctor,101772,66885,9878,2882070,Family Owned,PhD,2,687,68,3,2,211,Google Ads,iPhone,98,3.0,10,0,2,0.0,21919.416666666668,0.36833333333333335,81.66666666666667,1,1
LN830194,C00122,Vehicle,2611960,2405172,48,8.14,58875.46,0.42,2026-04-01,20,80,0.14,Low,1,0,1.44,Defaulted,1,Zayyan Sidhu,24,Male,Chennai,Single,Salaried,Bank Officer,133426,82591,32772,1866436,Owned,Bachelor,1,712,14,2,0,86,Instagram,Android,30,20.782608695652176,87,8,5,6.0,16266.166666666666,0.3575,93.75,2,2
LN973074,C00123,Medical,552724,436131,24,16.33,21423.16,0.2,2024-08-22,18,82,0.128,Low,1,0,0.33,Closed,0,Isha Kakar,24,Male,Ranchi,Married,Student,Student,22344,17416,7930,24487,Owned,Diploma,2,620,62,0,1,246,Referral,Web,69,3.8461538461538463,16,1,1,0.0,36637.583333333336,0.365,86.66666666666667,1,0
LN218627,C00124,Business,566412,436530,48,12.5,11602.97,0.13,2025-03-31,47,53,0.302,Medium,1,0,0.42,Defaulted,1,Vansha Boase,58,Male,Jamshedpur,Married,Salaried,Accountant,123231,79447,33851,4186214,Rented,Bachelor,1,715,110,17,1,199,Instagram,iPhone,64,26.333333333333332,82,4,4,4.0,29074.666666666668,0.355,90.5,0,0
LN714495,C00125,Home Renovation,514490,420532,60,9.48,8827.85,0.15,2025-02-14,18,82,0.128,Low,1,0,0.6,Closed,0,Alexander Chahal,48,Male,Bhopal,Married,Salaried,Government Employee,143005,82008,47468,4996475,Rented,PhD,1,737,102,20,1,244,Referral,Android,88,2.9166666666666665,16,1,1,0.0,10614.083333333334,0.4008333333333333,83.08333333333333,4,4
LN480265,C00126,Vehicle,1966606,1485661,36,8.55,46933.09,0.38,2025-10-30,10,90,0.08,Low,1,0,1.01,Closed,0,Yashasvi Sidhu,39,Female,Delhi,Divorced,Salaried,Sales Executive,49224,23352,10952,683253,Rented,PhD,0,725,84,8,0,101,Referral,iPhone,32,5.590909090909091,72,1,0,1.0,57835.583333333336,0.38916666666666666,79.75,1,0
LN838440,C00127,Medical,8249357,6727675,12,18.71,619068.75,2.86,2025-04-04,51,49,0.326,High,0,Insufficient Repayment Capacity,2.59,Rejected,0,Chasmum Nath,42,Female,Chennai,Divorced,Salaried,Software Engineer,72487,35216,9904,316876,Rented,PhD,0,741,30,14,1,354,YouTube,Android,99,11.333333333333334,44,3,4,2.0,80878.41666666667,0.35833333333333334,56.5,0,0
LN965275,C00128,Vehicle,1166139,1150043,48,9.56,28925.65,0.28,2025-12-19,15,85,0.11,Low,1,0,0.93,Closed,0,Devansh Gandhi,41,Male,Indore,Single,Salaried,Accountant,69219,36566,25179,507311,Rented,Master,1,722,76,2,3,207,Referral,Web,71,2.857142857142857,13,0,1,0.0,52733.0,0.33749999999999997,90.5,0,0
LN418498,C00129,Medical,338476,241319,12,13.6,21621.95,0.13,2024-10-23,47,53,0.302,Medium,1,0,0.12,Active,0,Widisha Cheema,33,Male,Hyderabad,Married,Salaried,Bank Officer,50573,39033,1267,167718,Rented,Bachelor,4,722,92,3,5,199,Referral,iPhone,60,15.333333333333334,76,3,3,2.0,38537.166666666664,0.38749999999999996,66.58333333333333,1,3
LN324934,C00130,Personal,1772472,1416178,24,23.55,74557.19,0.61,2025-05-20,55,45,0.35,High,0,Insufficient Repayment Capacity,0.96,Rejected,0,Patrick Kalla,25,Male,Ballia,Married,Salaried,Sales Executive,54741,42435,4950,495201,Owned,Bachelor,3,703,63,2,1,222,Referral,Android,58,14.23076923076923,58,4,2,3.0,60046.416666666664,0.3558333333333333,84.83333333333333,1,0
LN101437,C00131,Business,1619083,1483282,48,9.94,37577.14,0.31,2024-08-09,32,68,0.212,Medium,1,0,1.02,Active,0,Nachiket Ravi,43,Male,Darbhanga,Married,Salaried,Teacher,91748,68854,17724,1098069,Rented,PhD,1,708,29,15,0,236,Referral,iPhone,97,3.1666666666666665,11,0,1,0.0,63571.0,0.16,90.83333333333333,0,0
